"vaccine","age","sex","year","event_type","seriousness","count"
"Hepatitis B","40-49 years","female",2008,"disability","serious",5
"Hepatitis B","40-49 years","female",2009,"ER / office visit","non-serious",29
"Hepatitis B","40-49 years","female",2009,"ER / office visit","serious",2
"Hepatitis B","40-49 years","female",2009,"hospitalized","serious",1
"Hepatitis B","40-49 years","female",2009,"disability","serious",3
"Hepatitis B","40-49 years","female",2010,"ER / office visit","non-serious",22
"Hepatitis B","40-49 years","female",2010,"ER / office visit","serious",4
"Hepatitis B","40-49 years","female",2010,"hospitalized","serious",2
"Hepatitis B","40-49 years","female",2010,"life threatening","serious",3
"Hepatitis B","40-49 years","female",2010,"disability","serious",2
"Hepatitis B","40-49 years","female",2011,"ER / office visit","non-serious",23
"Hepatitis B","40-49 years","female",2011,"ER / office visit","serious",8
"Hepatitis B","40-49 years","female",2011,"hospitalized","serious",6
"Hepatitis B","40-49 years","female",2011,"life threatening","serious",2
"Hepatitis B","40-49 years","female",2011,"disability","serious",4
"Hepatitis B","40-49 years","female",2012,"ER / office visit","non-serious",21
"Hepatitis B","40-49 years","female",2012,"ER / office visit","serious",1
"Hepatitis B","40-49 years","female",2012,"hospitalized","serious",1
"Hepatitis B","40-49 years","female",2012,"life threatening","serious",1
"Hepatitis B","40-49 years","female",2012,"disability","serious",1
"Hepatitis B","40-49 years","female",2013,"ER / office visit","non-serious",13
"Hepatitis B","40-49 years","female",2013,"ER / office visit","serious",3
"Hepatitis B","40-49 years","female",2013,"hospitalized","serious",5
"Hepatitis B","40-49 years","female",2013,"life threatening","serious",2
"Hepatitis B","40-49 years","female",2013,"disability","serious",2
"Hepatitis B","40-49 years","female",2014,"ER / office visit","non-serious",21
"Hepatitis B","40-49 years","female",2014,"ER / office visit","serious",4
"Hepatitis B","40-49 years","female",2014,"hospitalized","serious",3
"Hepatitis B","40-49 years","female",2014,"life threatening","serious",2
"Hepatitis B","40-49 years","female",2014,"disability","serious",2
"Hepatitis B","40-49 years","female",2015,"ER / office visit","non-serious",21
"Hepatitis B","40-49 years","female",2015,"ER / office visit","serious",3
"Hepatitis B","40-49 years","female",2015,"hospitalized","serious",2
"Hepatitis B","40-49 years","female",2015,"disability","serious",1
"Hepatitis B","40-49 years","female",2016,"ER / office visit","non-serious",21
"Hepatitis B","40-49 years","female",2016,"ER / office visit","serious",2
"Hepatitis B","40-49 years","female",2016,"hospitalized","serious",3
"Hepatitis B","40-49 years","female",2016,"life threatening","serious",1
"Hepatitis B","40-49 years","female",2016,"disability","serious",1
"Hepatitis B","40-49 years","female",2017,"ER","non-serious",5
"Hepatitis B","40-49 years","female",2017,"ER / office visit","non-serious",9
"Hepatitis B","40-49 years","female",2017,"hospitalized","serious",1
"Hepatitis B","40-49 years","female",2017,"office visit","non-serious",9
"Hepatitis B","40-49 years","female",2017,"disability","serious",1
"Hepatitis B","40-49 years","female",2018,"ER","non-serious",4
"Hepatitis B","40-49 years","female",2018,"ER","serious",1
"Hepatitis B","40-49 years","female",2018,"life threatening","serious",1
"Hepatitis B","40-49 years","female",2018,"office visit","non-serious",20
"Hepatitis B","40-49 years","female",2018,"office visit","serious",1
"Hepatitis B","40-49 years","female",2018,"disability","serious",1
"Hepatitis B","40-49 years","female",2019,"ER","non-serious",7
"Hepatitis B","40-49 years","female",2019,"ER","serious",3
"Hepatitis B","40-49 years","female",2019,"hospitalized","serious",2
"Hepatitis B","40-49 years","female",2019,"life threatening","serious",1
"Hepatitis B","40-49 years","female",2019,"office visit","non-serious",20
"Hepatitis B","40-49 years","female",2019,"office visit","serious",2
"Hepatitis B","40-49 years","female",2020,"ER","non-serious",4
"Hepatitis B","40-49 years","female",2020,"office visit","non-serious",8
"Hepatitis B","40-49 years","female",2020,"office visit","serious",1
"Hepatitis B","40-49 years","female",2020,"disability","serious",1
"Hepatitis B","40-49 years","female",2021,"ER","non-serious",8
"Hepatitis B","40-49 years","female",2021,"ER","serious",1
"Hepatitis B","40-49 years","female",2021,"office visit","non-serious",16
"Hepatitis B","40-49 years","female",2021,"office visit","serious",2
"Hepatitis B","40-49 years","female",2021,"disability","serious",2
"Hepatitis B","40-49 years","female",2022,"ER","non-serious",3
"Hepatitis B","40-49 years","female",2022,"ER","serious",3
"Hepatitis B","40-49 years","female",2022,"hospitalized","serious",2
"Hepatitis B","40-49 years","female",2022,"office visit","non-serious",18
"Hepatitis B","40-49 years","female",2022,"office visit","serious",3
"Hepatitis B","40-49 years","female",2022,"disability","serious",2
"Hepatitis B","40-49 years","male",1990,"hospitalized","serious",1
"Hepatitis B","40-49 years","male",1990,"disability","serious",2
"Hepatitis B","40-49 years","male",1991,"ER / office visit","non-serious",2
"Hepatitis B","40-49 years","male",1991,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",1991,"hospitalized","serious",7
"Hepatitis B","40-49 years","male",1991,"life threatening","serious",1
"Hepatitis B","40-49 years","male",1991,"disability","serious",7
"Hepatitis B","40-49 years","male",1992,"ER / office visit","non-serious",23
"Hepatitis B","40-49 years","male",1992,"ER / office visit","serious",6
"Hepatitis B","40-49 years","male",1992,"hospitalized","serious",7
"Hepatitis B","40-49 years","male",1992,"life threatening","serious",5
"Hepatitis B","40-49 years","male",1992,"disability","serious",1
"Hepatitis B","40-49 years","male",1993,"death","serious",1
"Hepatitis B","40-49 years","male",1993,"ER / office visit","non-serious",42
"Hepatitis B","40-49 years","male",1993,"ER / office visit","serious",5
"Hepatitis B","40-49 years","male",1993,"hospitalized","serious",8
"Hepatitis B","40-49 years","male",1993,"life threatening","serious",3
"Hepatitis B","40-49 years","male",1993,"disability","serious",3
"Hepatitis B","40-49 years","male",1994,"death","serious",1
"Hepatitis B","40-49 years","male",1994,"ER / office visit","non-serious",36
"Hepatitis B","40-49 years","male",1994,"ER / office visit","serious",4
"Hepatitis B","40-49 years","male",1994,"hospitalized","serious",9
"Hepatitis B","40-49 years","male",1994,"life threatening","serious",2
"Hepatitis B","40-49 years","male",1994,"disability","serious",1
"Hepatitis B","40-49 years","male",1995,"ER / office visit","non-serious",19
"Hepatitis B","40-49 years","male",1995,"ER / office visit","serious",2
"Hepatitis B","40-49 years","male",1995,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",1995,"life threatening","serious",1
"Hepatitis B","40-49 years","male",1995,"disability","serious",1
"Hepatitis B","40-49 years","male",1996,"ER / office visit","non-serious",14
"Hepatitis B","40-49 years","male",1996,"ER / office visit","serious",3
"Hepatitis B","40-49 years","male",1996,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",1996,"disability","serious",3
"Hepatitis B","40-49 years","male",1997,"ER / office visit","non-serious",11
"Hepatitis B","40-49 years","male",1997,"ER / office visit","serious",3
"Hepatitis B","40-49 years","male",1997,"hospitalized","serious",3
"Hepatitis B","40-49 years","male",1997,"life threatening","serious",3
"Hepatitis B","40-49 years","male",1997,"disability","serious",4
"Hepatitis B","40-49 years","male",1998,"death","serious",1
"Hepatitis B","40-49 years","male",1998,"ER / office visit","non-serious",15
"Hepatitis B","40-49 years","male",1998,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",1998,"disability","serious",1
"Hepatitis B","40-49 years","male",1999,"death","serious",1
"Hepatitis B","40-49 years","male",1999,"ER / office visit","non-serious",10
"Hepatitis B","40-49 years","male",1999,"ER / office visit","serious",2
"Hepatitis B","40-49 years","male",1999,"hospitalized","serious",1
"Hepatitis B","40-49 years","male",1999,"life threatening","serious",1
"Hepatitis B","40-49 years","male",1999,"disability","serious",4
"Hepatitis B","40-49 years","male",2000,"ER / office visit","non-serious",10
"Hepatitis B","40-49 years","male",2000,"ER / office visit","serious",2
"Hepatitis B","40-49 years","male",2000,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",2000,"life threatening","serious",2
"Hepatitis B","40-49 years","male",2001,"ER / office visit","non-serious",21
"Hepatitis B","40-49 years","male",2001,"ER / office visit","serious",2
"Hepatitis B","40-49 years","male",2001,"hospitalized","serious",1
"Hepatitis B","40-49 years","male",2001,"disability","serious",3
"Hepatitis B","40-49 years","male",2002,"ER / office visit","non-serious",10
"Hepatitis B","40-49 years","male",2002,"ER / office visit","serious",3
"Hepatitis B","40-49 years","male",2002,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",2002,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2002,"disability","serious",2
"Hepatitis B","40-49 years","male",2003,"ER / office visit","non-serious",10
"Hepatitis B","40-49 years","male",2003,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2003,"hospitalized","serious",3
"Hepatitis B","40-49 years","male",2004,"ER / office visit","non-serious",14
"Hepatitis B","40-49 years","male",2004,"ER / office visit","serious",2
"Hepatitis B","40-49 years","male",2004,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",2004,"life threatening","serious",2
"Hepatitis B","40-49 years","male",2005,"ER / office visit","non-serious",10
"Hepatitis B","40-49 years","male",2005,"ER / office visit","serious",4
"Hepatitis B","40-49 years","male",2005,"hospitalized","serious",5
"Hepatitis B","40-49 years","male",2005,"disability","serious",1
"Hepatitis B","40-49 years","male",2006,"ER / office visit","non-serious",8
"Hepatitis B","40-49 years","male",2007,"ER / office visit","non-serious",13
"Hepatitis B","40-49 years","male",2007,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2007,"hospitalized","serious",1
"Hepatitis B","40-49 years","male",2007,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2008,"ER / office visit","non-serious",19
"Hepatitis B","40-49 years","male",2008,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2008,"hospitalized","serious",1
"Hepatitis B","40-49 years","male",2008,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2008,"disability","serious",1
"Hepatitis B","40-49 years","male",2009,"ER / office visit","non-serious",9
"Hepatitis B","40-49 years","male",2009,"ER / office visit","serious",3
"Hepatitis B","40-49 years","male",2009,"hospitalized","serious",6
"Hepatitis B","40-49 years","male",2009,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2009,"disability","serious",1
"Hepatitis B","40-49 years","male",2010,"ER / office visit","non-serious",15
"Hepatitis B","40-49 years","male",2010,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2010,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2010,"disability","serious",2
"Hepatitis B","40-49 years","male",2011,"ER / office visit","non-serious",4
"Hepatitis B","40-49 years","male",2011,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2011,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2011,"disability","serious",1
"Hepatitis B","40-49 years","male",2012,"ER / office visit","non-serious",7
"Hepatitis B","40-49 years","male",2012,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",2013,"ER / office visit","non-serious",7
"Hepatitis B","40-49 years","male",2013,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2013,"disability","serious",1
"Hepatitis B","40-49 years","male",2014,"ER / office visit","non-serious",8
"Hepatitis B","40-49 years","male",2014,"ER / office visit","serious",2
"Hepatitis B","40-49 years","male",2014,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",2014,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2015,"ER / office visit","non-serious",6
"Hepatitis B","40-49 years","male",2015,"ER / office visit","serious",3
"Hepatitis B","40-49 years","male",2015,"hospitalized","serious",2
"Hepatitis B","40-49 years","male",2015,"disability","serious",1
"Hepatitis B","40-49 years","male",2016,"death","serious",1
"Hepatitis B","40-49 years","male",2016,"ER / office visit","non-serious",11
"Hepatitis B","40-49 years","male",2016,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2016,"hospitalized","serious",1
"Hepatitis B","40-49 years","male",2016,"life threatening","serious",1
"Hepatitis B","40-49 years","male",2016,"disability","serious",1
"Hepatitis B","40-49 years","male",2017,"ER","non-serious",2
"Hepatitis B","40-49 years","male",2017,"ER / office visit","non-serious",3
"Hepatitis B","40-49 years","male",2017,"ER / office visit","serious",1
"Hepatitis B","40-49 years","male",2017,"office visit","non-serious",3
"Hepatitis B","40-49 years","male",2017,"office visit","serious",2
